MODULE	GENE
turquoise	DNAJC10
turquoise	USP32P2
turquoise	TRAPPC2L
turquoise	GLB1L2
turquoise	MARF1
turquoise	THOC2
turquoise	CCDC90B
turquoise	PSMD9
turquoise	SLC2A4RG
turquoise	SGMS1
turquoise	PPM1B
turquoise	UBA3
turquoise	VGLL4
turquoise	ILF3
turquoise	DGCR2
turquoise	IMP4
turquoise	ALDOC
turquoise	ZNF22
turquoise	CDC34
turquoise	PAFAH1B1
turquoise	ATP5F1D
turquoise	PIK3C2A
turquoise	VPS52
turquoise	GSS
turquoise	DVL3
turquoise	ANKRD27
turquoise	TDG
turquoise	NXT2
turquoise	KPNA3
